-0.06734578	0.19674715	0.19936067	-0.2758792	-0.24130662	0.056077663	0.44729778	-0.1631261	-0.32676074	0.0075227097	0.07010272	0.13239843	0.18020275	0.119029455	0.075355716	-0.2195688
0.09935851	0.4838427	-0.38591358	-0.54764676	-0.48571417	0.33185345	0.3496559	-0.15953411	-0.17818755	-0.11631846	0.18297145	0.31874678	0.3277238	0.5340468	-0.33866584	-0.11539904
0.20477466	0.21511859	0.2845681	0.119069576	-0.033533655	-0.04199622	0.16177204	-0.01926142	-0.37308532	0.18060769	-0.039790582	-0.2662742	0.47417548	-0.28947702	0.17298429	-0.19172987
0.0443959	0.07256597	0.3438866	-0.0011505125	0.04403143	-0.18094096	0.36307868	-0.15771095	-0.15528062	-0.107908115	-0.018758485	-0.14471889	0.009505099	-0.16546574	0.18859996	0.010199651
-0.25428498	0.07710789	0.12962766	-0.096051015	-0.10864192	-0.05673704	0.29343468	-0.040900134	0.07584564	0.00092041766	-0.38340315	0.053928785	-0.1381857	-0.16153157	-0.041443363	-0.09328479
0.49677116	-0.08633004	0.6146542	0.5095553	0.5281258	-0.43247896	-0.2534308	0.106138796	-0.74910367	0.3095057	0.16012925	-0.56831574	0.6178448	-0.6300352	0.6433881	-0.09908742
0.12651373	0.25159055	0.0031490007	-0.3308498	-0.15683675	0.06419191	0.3066215	-0.23419848	-0.4537937	-0.11478339	0.2822638	0.07885815	0.27595937	0.27174857	0.025010252	-0.104710184
-0.19501154	0.01973217	0.046554513	-0.33400658	-0.15692525	0.14449659	0.3827978	-0.16860509	-0.29547834	0.10006249	0.018865002	0.16036747	0.14487197	0.03437	0.08506992	-0.20935676
-0.26781115	-0.47795808	0.6922603	0.6266041	0.6492077	-0.3773083	-0.084451385	0.26077855	-0.65163666	0.46001047	-0.41543928	-0.4475415	0.21180023	-0.71282417	0.66909146	-0.44958255
0.1830086	0.08825615	0.2863737	-0.10803951	0.020185484	-0.06828512	0.18267901	-0.1778907	-0.42125773	0.03410288	0.29779944	-0.16514099	0.333802	-0.039074533	0.23558338	-0.10144383
0.055036895	-0.15133323	0.0854725	-0.53281075	-0.06520361	-0.035864126	0.4037883	-0.3542784	-0.37508833	-0.21086787	0.4108201	0.14041267	0.11276703	0.44034705	0.13894446	0.0046814857
-0.635758	-0.47862622	0.12171428	-0.18323466	0.22286445	0.2895199	0.4326301	0.13712996	-0.45414624	0.38643828	-0.37094685	0.49342138	-0.24291095	-0.14483869	0.23699597	-0.51298463
-0.48449805	-0.18396921	0.3477955	0.13170794	0.09915035	-0.07168422	0.36281618	0.1583189	0.14992414	0.14784597	-0.704561	0.19407049	-0.48723212	-0.40362504	0.104292125	-0.2562845
0.14396474	0.48465353	-0.1757934	-0.2705331	-0.3890715	0.29432455	0.04359282	-0.030507324	-0.23165034	0.0038659123	0.110665105	0.13726634	0.35827503	0.24145254	-0.13910303	-0.16920297
0.0917496	0.7167953	-0.33709154	-0.30698767	-0.58905846	0.03575109	0.23713857	-0.1145361	0.52968466	-0.43320447	-0.3648441	0.1977857	-0.25456497	0.36267763	-0.59276444	0.2603874
-0.24427116	0.45482242	-0.42959777	-0.46461302	-0.40929008	0.43711308	0.19703431	0.18971111	0.062496834	0.12638566	-0.252441	0.42124274	0.1183996	0.38250366	-0.34782818	-0.35583434
-0.34364837	0.45482093	-0.38328663	-0.2626314	-0.4530548	0.45446643	0.056770034	0.42175844	0.22503331	0.25568378	-0.6961333	0.36688057	-0.02011585	0.089744456	-0.3824312	-0.4111986
0.290256	0.52868307	-0.05513904	-0.18594573	-0.26630557	-0.0215495	0.08924779	-0.06813291	-0.009487651	-0.18553463	-0.037195552	-0.016802575	0.18886018	0.058579188	-0.15016896	0.089966044
1.0570493	0.86007273	0.686124	0.56588835	0.073587336	-0.69061136	-0.2474199	-0.20073359	-0.63393736	-0.342144	0.6211534	-0.8725081	0.7997937	-0.47802803	0.4939639	0.6339795
-0.20480356	-0.24107055	0.2138018	-0.12179371	0.1313501	-0.4324307	0.6163003	-0.5187053	0.09138884	-0.3914239	0.08501029	0.13902475	-0.59687567	-0.0314947	0.22818427	0.22670138
-0.13073999	-0.18528318	0.39030093	-0.16453055	0.17499454	-0.34816787	0.4617272	-0.36092758	-0.16154845	-0.22303115	0.17393692	-0.017808512	-0.2602022	-0.0231145	0.27114326	0.20110045
-0.03817931	-0.020531103	0.14057626	0.14682077	0.034927927	0.22970968	-0.24535362	0.32975516	-0.6393382	0.49763128	-0.097965635	-0.15126634	0.65607756	-0.32837653	0.22552273	-0.46993154
-0.64195734	0.0093396455	-0.21777043	-0.265924	-0.1264284	0.2751866	0.016918447	0.18132252	-0.34889323	0.40263072	-0.11137088	0.4087715	0.20741192	0.17269726	-0.094587006	-0.34192044
0.49361694	0.41495523	0.07154087	-0.1762209	-0.2956112	-0.0029984287	0.034940332	-0.16047643	-0.5129726	-0.068909645	0.37127858	-0.2537626	0.6416267	0.18538126	0.031331416	0.007871304
0.40006778	0.5162102	0.083270445	0.094298	-0.27717677	0.021726307	-0.12986587	0.06069865	-0.1987258	-0.0059907767	-0.03295769	-0.27421823	0.4483198	-0.05906745	-0.06291104	-0.06699043
-0.48585734	-0.49276665	0.4741222	0.14499885	0.47650334	-0.05948277	0.31018606	0.07806327	-0.41761234	0.269747	-0.19600749	0.11431313	-0.22210976	-0.36391395	0.42676154	-0.33088154
-0.17406893	-0.05701514	0.23079307	0.19983016	0.16558194	-0.117402025	0.19339468	0.06556386	0.003897171	0.019020475	-0.40120542	0.024241751	-0.21490571	-0.34091344	0.13901974	-0.106741324
-0.8926401	0.386393	-0.75674164	-0.55165976	-0.5234947	0.79656184	-0.8345792	0.9627834	-0.640473	0.93141645	-0.82291895	0.7806642	0.8292465	0.4361684	-0.5596777	-0.827429
0.14413542	0.27247095	-0.00965042	-0.22122289	-0.38189998	-0.019962067	0.3073793	-0.16755712	0.13606286	-0.17700309	0.091935225	-0.0018705007	0.024475671	0.19906235	-0.2517218	0.14446847
0.28335726	0.4326545	-0.020602396	-0.15981495	-0.28684664	-0.08526334	0.10392822	-0.21668169	-0.08051598	-0.16954482	0.10808879	-0.07286547	0.26547122	0.17904648	-0.05545724	0.045336336
-0.487426	-0.28322104	0.2500883	0.057708375	0.21659446	0.017811066	0.3895346	0.14695407	0.06946234	0.17752828	-0.5902594	0.30917782	-0.47393858	-0.25544354	0.14484164	-0.31791434
-0.84806216	-0.18432619	-0.35747275	-0.41517758	-0.124068126	0.6667416	-0.3598447	0.6534248	-0.4656973	0.84911054	-0.616247	0.73218274	0.3226235	0.10992055	-0.13624758	-0.767318
-0.87703973	-0.3820856	0.15365213	-0.011234817	0.28316653	-0.33045554	1.0212245	-0.42972672	0.22382745	-0.33041865	-0.3060996	0.37696153	-1.0604863	-0.14938599	0.17391795	0.15673229
-0.44187886	-0.16542292	0.18288879	0.0021047434	0.13059072	0.067747496	0.2531611	0.15466402	-0.009839755	0.21556012	-0.4803008	0.20915434	-0.3237636	-0.27118808	0.11600342	-0.25435054
-0.2544409	0.25150362	-0.3356175	-0.6248936	-0.36045358	0.049494877	0.6834349	-0.41242743	0.43751925	-0.45895705	0.014690065	0.51950306	-0.6539161	0.5127538	-0.43459648	0.33011594
-0.17217483	-0.44919068	0.5367821	0.22420359	0.42828158	-0.36829296	0.34211916	-0.25348094	-0.4770294	0.015565749	0.12437977	-0.13836391	-0.2013273	-0.33210757	0.56654525	-0.054466564
0.26684424	0.05492056	0.19324882	-0.07497321	-0.029147567	-0.0282836	0.08995732	-0.12879628	-0.4102631	0.024208188	0.21722895	-0.22491746	0.51531523	0.032396223	0.13610117	-0.090094015
